year	title	rating	author	content	hash	webpage
2019	Out Stealing Horses	6.5	Paul Pendergast	Too long! i got asleep	44e44224f78a22a438bff36f66e54001	https://palomitas.es/reviews/paul_pendergast/out_stealing_horses_2019
1999	The Confession	6	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_confession_1999
1997	Amistad	7.3	Paul Pendergast	Yeahh! This movie is definitely a must see	093f76eaa67449ada9bbfe238ca27d33	https://palomitas.es/reviews/paul_pendergast/amistad_1997
2015	Andron	2.7	Paul Pendergast	This movie is boring and the acting is mediocre	d2b4c121d98a2d1be8f4e2de4fd43c4a	https://palomitas.es/reviews/paul_pendergast/andron_2015
2015	Avengers: Age of Ultron	7.3	Paul Pendergast	A good choice to spent the Sunday evening	554e40776cae2e6ef89583b74b2dd10d	https://palomitas.es/reviews/paul_pendergast/avengers:_age_of_ultron_2015
2007	Stardust	7.6	Paul Pendergast	A good movie to watch with your couple	406cacbe920c72ad7aa206d3f6655471	https://palomitas.es/reviews/paul_pendergast/stardust_2007
2013	Seduced and Abandoned	6.6	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/seduced_and_abandoned_2013
1997	Good Will Hunting	8.3	Paul Pendergast	A good movie to watch with your couple	406cacbe920c72ad7aa206d3f6655471	https://palomitas.es/reviews/paul_pendergast/good_will_hunting_1997
2012	To Rome with Love	6.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/to_rome_with_love_2012
2021	Wolfgang	6.9	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/wolfgang_2021
2021	The Tender Bar	6.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_tender_bar_2021
2021	The Unwonted Sasquatch - Director's Cut	5.9	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_unwonted_sasquatch_-_director's_cut_2021
2021	Two Yellow Lines	6.9	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/two_yellow_lines_2021
2021	South Park: Post Covid - The Return of Covid	7.5	Paul Pendergast	Yeahh! This movie is definitely a must see	093f76eaa67449ada9bbfe238ca27d33	https://palomitas.es/reviews/paul_pendergast/south_park:_post_covid_-_the_return_of_covid_2021
2022	Gerry Anderson: A Life Uncharted	7.4	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/gerry_anderson:_a_life_uncharted_2022
2022	God's Waiting Room	5.8	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/god's_waiting_room_2022
2022	The Mystery of Marilyn Monroe: The Unheard Tapes	6.2	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_mystery_of_marilyn_monroe:_the_unheard_tapes_2022
2022	Katrina Babies	7.2	Paul Pendergast	A good Documentary	953647e7f68f1f670ce1ca54a7987c77	https://palomitas.es/reviews/paul_pendergast/katrina_babies_2022
2021	Our Dream Wedding	5.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/our_dream_wedding_2021
2022	The Second Age of Aquarius	5.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_second_age_of_aquarius_2022
2022	Love in the Limelight	6.5	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/love_in_the_limelight_2022
2021	The Rise of the Anti-Vaxx Movement	5.8	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_rise_of_the_anti-vaxx_movement_2021
2021	The Dig	7.1	Paul Pendergast	Yeahh! This movie is definitely a must see	093f76eaa67449ada9bbfe238ca27d33	https://palomitas.es/reviews/paul_pendergast/the_dig_2021
2022	Malicious Mind Games	4.9	Paul Pendergast	Not bad but definitely overrated	3635ae4abf7989555f7b1c044021e4f6	https://palomitas.es/reviews/paul_pendergast/malicious_mind_games_2022
2022	Freedom Uncut	8.3	Paul Pendergast	A good Documentary	953647e7f68f1f670ce1ca54a7987c77	https://palomitas.es/reviews/paul_pendergast/freedom_uncut_2022
2022	Green Lantern: Beware My Power	6	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/green_lantern:_beware_my_power_2022
2022	Salesmen	6.1	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/salesmen_2022
2022	The House	6.8	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_house_2022
2021	The Black Phone	7	Paul Pendergast	Awesome movie! It scared the hell out of me	9a0dfc0e28bb19b19c0c8c9d7969e6ec	https://palomitas.es/reviews/paul_pendergast/the_black_phone_2021
2021	Workhorse Queen	7.1	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/workhorse_queen_2021
2021	Swan Song	7	Paul Pendergast	Yeahh! This movie is definitely a must see	093f76eaa67449ada9bbfe238ca27d33	https://palomitas.es/reviews/paul_pendergast/swan_song_2021
2021	The Housewife and the Hustler	6.3	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_housewife_and_the_hustler_2021
2022	This Is Joan Collins	7.6	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/this_is_joan_collins_2022
2021	Revealed: The Hunt for Bin Laden	6.5	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/revealed:_the_hunt_for_bin_laden_2021
2022	Paws of Fury: The Legend of Hank	5.6	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/paws_of_fury:_the_legend_of_hank_2022
2022	The Contractor	5.8	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_contractor_2022
2021	The Pedal Movie	7.2	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_pedal_movie_2021
2021	Street Gang: How We Got to Sesame Street	8.1	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/street_gang:_how_we_got_to_sesame_street_2021
2022	Lost Angel	5	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/lost_angel_2022
2022	More Than Robots	6	Paul Pendergast	A good Documentary	953647e7f68f1f670ce1ca54a7987c77	https://palomitas.es/reviews/paul_pendergast/more_than_robots_2022
2021	Reminiscence	5.8	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/reminiscence_2021
2022	Gatlopp	5.9	Paul Pendergast	Not really a Scary movie	74cdaba433201305fa0ff95511ca6f92	https://palomitas.es/reviews/paul_pendergast/gatlopp_2022
2022	Assailant	5.4	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/assailant_2022
2021	Tina and Lori	5.2	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/tina_and_lori_2021
2022	The Disruptors	8.3	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_disruptors_2022
2022	Terror on the Prairie	5.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/terror_on_the_prairie_2022
2021	Soy Rada: Serendipity	6.1	Paul Pendergast	I didn't understand the dialogues cause i don't speak spanish	8d475f2874e33904cfc73985356abe97	https://palomitas.es/reviews/paul_pendergast/soy_rada:_serendipity_2021
2022	Father Stu	6.4	Paul Pendergast	Too long! i got asleep	44e44224f78a22a438bff36f66e54001	https://palomitas.es/reviews/paul_pendergast/father_stu_2022
2022	The Railway Children Return	5.5	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_railway_children_return_2022
2021	The Colour Room	6.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_colour_room_2021
2022	Family Camp	4.9	Paul Pendergast	Not bad but definitely overrated	3635ae4abf7989555f7b1c044021e4f6	https://palomitas.es/reviews/paul_pendergast/family_camp_2022
2021	Till Death	5.8	Paul Pendergast	Awesome movie! It scared the hell out of me	9a0dfc0e28bb19b19c0c8c9d7969e6ec	https://palomitas.es/reviews/paul_pendergast/till_death_2021
2022	My Fake Boyfriend	4.9	Paul Pendergast	Not bad but definitely overrated	3635ae4abf7989555f7b1c044021e4f6	https://palomitas.es/reviews/paul_pendergast/my_fake_boyfriend_2022
2022	Look Both Ways	6.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/look_both_ways_2022
2022	The Cellar	5.2	Paul Pendergast	Awesome movie! It scared the hell out of me	9a0dfc0e28bb19b19c0c8c9d7969e6ec	https://palomitas.es/reviews/paul_pendergast/the_cellar_2022
2022	Carole King & James Taylor: Just Call Out My Name	8.1	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/carole_king_&_james_taylor:_just_call_out_my_name_2022
2022	Killer Ambition	4.9	Paul Pendergast	Not bad but definitely overrated	3635ae4abf7989555f7b1c044021e4f6	https://palomitas.es/reviews/paul_pendergast/killer_ambition_2022
2021	The Velvet Underground	7.4	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_velvet_underground_2021
2022	Belle Vie	8	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/belle_vie_2022
2022	Jazz Fest: A New Orleans Story	7.3	Paul Pendergast	A good Documentary	953647e7f68f1f670ce1ca54a7987c77	https://palomitas.es/reviews/paul_pendergast/jazz_fest:_a_new_orleans_story_2022
2022	Men	6.1	Paul Pendergast	A good choice to spent the Sunday evening	554e40776cae2e6ef89583b74b2dd10d	https://palomitas.es/reviews/paul_pendergast/men_2022
2021	Taking the Reins	6.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/taking_the_reins_2021
2021	There Is No I in Threesome	5.4	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/there_is_no_i_in_threesome_2021
2022	Brian and Charles	6.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/brian_and_charles_2022
2021	Ride the Eagle	6.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/ride_the_eagle_2021
2021	Secretly Santa	5.2	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/secretly_santa_2021
2021	Sand Dollar Cove	6.2	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/sand_dollar_cove_2021
2021	The Influencer	5.7	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_influencer_2021
2021	The Forever Prisoner	7.3	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/the_forever_prisoner_2021
2022	Surviving Paradise: A Family Tale	7.5	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/surviving_paradise:_a_family_tale_2022
2022	Watergate: High Crimes in the White House	7	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/watergate:_high_crimes_in_the_white_house_2022
2021	The Starling	6.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_starling_2021
2021	We Broke Up	5	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/we_broke_up_2021
2022	Civil: Ben Crump	5.4	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/civil:_ben_crump_2022
2021	The Wedding Ring	5.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_wedding_ring_2021
2022	Marry Me	6.1	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/marry_me_2022
2021	The 43rd Annual Kennedy Center Honors	6.4	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/the_43rd_annual_kennedy_center_honors_2021
2021	Spiral	5.2	Paul Pendergast	Awesome movie! It scared the hell out of me	9a0dfc0e28bb19b19c0c8c9d7969e6ec	https://palomitas.es/reviews/paul_pendergast/spiral_2021
2022	Stand Out: An LGBTQ+ Celebration	5.9	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/stand_out:_an_lgbtq+_celebration_2022
2021	Take Me to Tarzana	5.3	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/take_me_to_tarzana_2021
2022	Cypress Hill: Insane in the Brain	7.1	Paul Pendergast	A good movie even for a Documentary	59586fbc65ebb4d4ab6efcc35525573b	https://palomitas.es/reviews/paul_pendergast/cypress_hill:_insane_in_the_brain_2022
2022	Moonfall	5.2	Paul Pendergast	Too long! i got asleep	44e44224f78a22a438bff36f66e54001	https://palomitas.es/reviews/paul_pendergast/moonfall_2022
2021	What She Said	5.9	Paul Pendergast	That's what I call a great choice!	a860a229d3c2bcd30158e0c231759dec	https://palomitas.es/reviews/paul_pendergast/what_she_said_2021
2022	The Winter Palace	6.2	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_winter_palace_2022
2021	Stowaway	5.6	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/stowaway_2021
2021	The 2021 Rock & Roll Hall of Fame Induction Ceremony	6.8	Phill Freeman	Too long! i got asleep	39c70f7f3e4b956a4cd6e610f79ff45e	https://forummovies.org/reviews/phill_freeman/the_2021_rock_&_roll_hall_of_fame_induction_ceremony_2021
2022	2022 Oscar Nominated Short Films: Animation	6	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/2022_oscar_nominated_short_films:_animation_2022
2021	See for Me	5.8	Phill Freeman	it is a bit far fetched but a good movie overall	e0bdaa93be687493d629f487279e2c86	https://forummovies.org/reviews/phill_freeman/see_for_me_2021
2022	Home Team	6	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/home_team_2022
2021	The Electrical Life of Louis Wain	6.8	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_electrical_life_of_louis_wain_2021
2021	The Devil's Ring	5.9	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_devil's_ring_2021
2021	The Daughter	6.2	Phill Freeman	I didn't understand the dialogues cause i don't speak spanish	a2198179a524ac55230045c738ba91ac	https://forummovies.org/reviews/phill_freeman/the_daughter_2021
2022	David Spade: Nothing Personal	5.8	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/david_spade:_nothing_personal_2022
2021	The Rise and Fall of LuLaRoe	6.6	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/the_rise_and_fall_of_lularoe_2021
1993	Six Degrees of Separation	6.8	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/six_degrees_of_separation_1993
2022	VALLDAURA: A Quarantine Cabin	6.7	Phill Freeman	I didn't understand the dialogues cause i don't speak spanish	a2198179a524ac55230045c738ba91ac	https://forummovies.org/reviews/phill_freeman/valldaura:_a_quarantine_cabin_2022
2021	Seal Team	5.5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/seal_team_2021
2022	Take the Night	5.6	Phill Freeman	it is a bit far fetched but a good movie overall	e0bdaa93be687493d629f487279e2c86	https://forummovies.org/reviews/phill_freeman/take_the_night_2022
2021	Open by Christmas	6.9	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/open_by_christmas_2021
2022	The 355	5.4	Phill Freeman	Too long! i got asleep	39c70f7f3e4b956a4cd6e610f79ff45e	https://forummovies.org/reviews/phill_freeman/the_355_2022
2022	Erzulie	6	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/erzulie_2022
2021	Peace by Chocolate	6.7	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/peace_by_chocolate_2021
2022	Untrapped: The Story of Lil Baby	5.7	Phill Freeman	A good Documentary	c4cb462fc3ed7d1678976fae9d7bbbd9	https://forummovies.org/reviews/phill_freeman/untrapped:_the_story_of_lil_baby_2022
2021	The Eternal Moment	7.8	Phill Freeman	I didn't understand the dialogues cause i don't speak spanish	a2198179a524ac55230045c738ba91ac	https://forummovies.org/reviews/phill_freeman/the_eternal_moment_2021
2022	Lucy and Desi	7.8	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/lucy_and_desi_2022
2021	This is Gwar	7.8	Phill Freeman	A good Documentary	c4cb462fc3ed7d1678976fae9d7bbbd9	https://forummovies.org/reviews/phill_freeman/this_is_gwar_2021
2021	The Last Bus	6.5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_last_bus_2021
1995	Two Bits	6.1	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/two_bits_1995
2022	Radford Returns	5.6	Phill Freeman	A good Documentary	c4cb462fc3ed7d1678976fae9d7bbbd9	https://forummovies.org/reviews/phill_freeman/radford_returns_2022
2021	Own the Room	6.5	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/own_the_room_2021
2021	Schumacher	7.4	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/schumacher_2021
2021	The Harder They Fall	6.5	Phill Freeman	Too long! i got asleep	39c70f7f3e4b956a4cd6e610f79ff45e	https://forummovies.org/reviews/phill_freeman/the_harder_they_fall_2021
2021	The Holiday Fix Up	6.4	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_holiday_fix_up_2021
2021	Prince of Muck	7	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/prince_of_muck_2021
2021	The Jenkins Family Christmas	5.3	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_jenkins_family_christmas_2021
2021	Shock Docs The Exorcism of Roland Doe	6.5	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/shock_docs_the_exorcism_of_roland_doe_2021
2022	Scream	6.3	Phill Freeman	Awesome movie! It scared the hell out of me	bd7a851a44c7704e3ccc05be8a3797be	https://forummovies.org/reviews/phill_freeman/scream_2022
2022	Beavis and Butt-Head Do the Universe	7	Phill Freeman	Yeahh! This movie is definitely a must see	fb95353028ad2b3566cdce39ca8bd8e1	https://forummovies.org/reviews/phill_freeman/beavis_and_butt-head_do_the_universe_2022
2022	Death on the Nile	6.3	Phill Freeman	Too long! i got asleep	39c70f7f3e4b956a4cd6e610f79ff45e	https://forummovies.org/reviews/phill_freeman/death_on_the_nile_2022
2021	Zone 414	4.9	Phill Freeman	Not bad but definitely overrated	0c49e0f845b2ec6b9328e810094998d1	https://forummovies.org/reviews/phill_freeman/zone_414_2021
2021	Paranormal Activity: Next of Kin	5.2	Phill Freeman	Awesome movie! It scared the hell out of me	bd7a851a44c7704e3ccc05be8a3797be	https://forummovies.org/reviews/phill_freeman/paranormal_activity:_next_of_kin_2021
2021	Private Network: Who Killed Manuel Buendía?	6.8	Phill Freeman	I didn't understand the dialogues cause i don't speak spanish	a2198179a524ac55230045c738ba91ac	https://forummovies.org/reviews/phill_freeman/private_network:_who_killed_manuel_buendía?_2021
2022	Unicorn Town	9.1	Phill Freeman	A good Documentary	c4cb462fc3ed7d1678976fae9d7bbbd9	https://forummovies.org/reviews/phill_freeman/unicorn_town_2022
2022	Deep Water	5.4	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/deep_water_2022
2021	The Ogglies	5.2	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_ogglies_2021
2021	Triumph	5.7	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/triumph_2021
2022	The Northman	7.2	Phill Freeman	Yeahh! This movie is definitely a must see	fb95353028ad2b3566cdce39ca8bd8e1	https://forummovies.org/reviews/phill_freeman/the_northman_2022
2021	The Girl in the Window	5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_girl_in_the_window_2021
2022	Women of the White Buffalo	6.1	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/women_of_the_white_buffalo_2022
2021	Roller Squad	5.5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/roller_squad_2021
2021	The War Below	6.5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_war_below_2021
2021	The Jesus Music	7.3	Phill Freeman	A good Documentary	c4cb462fc3ed7d1678976fae9d7bbbd9	https://forummovies.org/reviews/phill_freeman/the_jesus_music_2021
2021	Second Chances	5.5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/second_chances_2021
2006	Pirates of the Caribbean: Dead Man's Chest	7.3	Phill Freeman	it is a bit far fetched but a good movie overall	e0bdaa93be687493d629f487279e2c86	https://forummovies.org/reviews/phill_freeman/pirates_of_the_caribbean:_dead_man's_chest_2006
2021	The French Dispatch	7.2	Phill Freeman	A good movie to watch with your couple	895906799dda4d13fda2e8377e59136b	https://forummovies.org/reviews/phill_freeman/the_french_dispatch_2021
2021	The Witcher: Nightmare of the Wolf	7.2	Phill Freeman	Yeahh! This movie is definitely a must see	fb95353028ad2b3566cdce39ca8bd8e1	https://forummovies.org/reviews/phill_freeman/the_witcher:_nightmare_of_the_wolf_2021
2021	She Will	5.4	Phill Freeman	Not really a Scary movie	9098db015e03238723ce1bddbfd909a8	https://forummovies.org/reviews/phill_freeman/she_will_2021
2021	Redemption for Easter	5.6	Phill Freeman	Too long! i got asleep	39c70f7f3e4b956a4cd6e610f79ff45e	https://forummovies.org/reviews/phill_freeman/redemption_for_easter_2021
2021	Sing 2	7.4	Phill Freeman	Yeahh! This movie is definitely a must see	fb95353028ad2b3566cdce39ca8bd8e1	https://forummovies.org/reviews/phill_freeman/sing_2_2021
2021	The Storms of Jeremy Thomas	6.4	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/the_storms_of_jeremy_thomas_2021
2021	Ultrasound	5.7	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/ultrasound_2021
2021	Switched Before Birth	5.9	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/switched_before_birth_2021
2021	The Found Footage Phenomenon	6.5	Phill Freeman	A good movie even for a Documentary	880cf1f839805521958128894c8fcf2c	https://forummovies.org/reviews/phill_freeman/the_found_footage_phenomenon_2021
2022	Crimes of the Future	5.9	Phill Freeman	Awesome movie! It scared the hell out of me	bd7a851a44c7704e3ccc05be8a3797be	https://forummovies.org/reviews/phill_freeman/crimes_of_the_future_2022
2021	This Is the Night	5.4	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/this_is_the_night_2021
2022	The Royal	6.8	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_royal_2022
2018	The Public	6.6	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/the_public_2018
2022	Hidden Gems	6.5	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/hidden_gems_2022
2022	I Love My Dad	6.3	Phill Freeman	That's what I call a great choice!	abfb5e25b8372e605c25639f3815e554	https://forummovies.org/reviews/phill_freeman/i_love_my_dad_2022
2022	The Adam Project	6.7	Phill Freeman	A good choice to spent the Sunday evening	d62ca8d1be1ff8c9261a8e756a807d85	https://forummovies.org/reviews/phill_freeman/the_adam_project_2022
2021	We're All Going to the World's Fair	5.3	Phill Freeman	Awesome movie! It scared the hell out of me	bd7a851a44c7704e3ccc05be8a3797be	https://forummovies.org/reviews/phill_freeman/we're_all_going_to_the_world's_fair_2021
